exp_id,method,seed,phase_1_train_loss,phase_1_eval_loss,phase_2_train_loss,phase_2_eval_loss,final_eval_loss,final_train_loss,generalization_gap,phase_2_delta_eval,summary_path
exp_020_grouped_to_random_multiseed_long,Grouped→Random,13,38.7621826171875,9.615609169006348,38.73875020345052,9.611956596374512,9.611956596374512,38.73875020345052,-29.12679360707601,-0.0036525726318359375,D:\Working\llm-batching-research\experiments\exp_020_grouped_to_random_multiseed_long\seed_013\run_summary.json
exp_020_grouped_to_random_multiseed_long,Grouped→Random,21,38.75747782389323,9.615407943725586,38.797245279947916,9.611536979675293,9.611536979675293,38.797245279947916,-29.185708300272623,-0.0038709640502929688,D:\Working\llm-batching-research\experiments\exp_020_grouped_to_random_multiseed_long\seed_021\run_summary.json
exp_020_grouped_to_random_multiseed_long,Grouped→Random,42,38.693756103515625,9.615595817565918,38.75216878255208,9.611784934997559,9.611784934997559,38.75216878255208,-29.140383847554524,-0.003810882568359375,D:\Working\llm-batching-research\experiments\exp_020_grouped_to_random_multiseed_long\seed_042\run_summary.json
exp_021_random_to_grouped_multiseed_long,Random→Grouped,13,38.75155029296875,9.615140914916992,38.74618123372396,9.611204147338867,9.611204147338867,38.74618123372396,-29.134977086385092,-0.003936767578125,D:\Working\llm-batching-research\experiments\exp_021_random_to_grouped_multiseed_long\seed_013\run_summary.json
exp_021_random_to_grouped_multiseed_long,Random→Grouped,21,38.8108164469401,9.6152982711792,38.74303690592448,9.611516952514648,9.611516952514648,38.74303690592448,-29.13151995340983,-0.0037813186645507812,D:\Working\llm-batching-research\experiments\exp_021_random_to_grouped_multiseed_long\seed_021\run_summary.json
exp_021_random_to_grouped_multiseed_long,Random→Grouped,42,38.76551208496094,9.615378379821777,38.678053792317705,9.611686706542969,9.611686706542969,38.678053792317705,-29.066367085774736,-0.0036916732788085938,D:\Working\llm-batching-research\experiments\exp_021_random_to_grouped_multiseed_long\seed_042\run_summary.json
exp_022_random_only_multiseed_3k,Random,13,45.57628542877907,11.456820487976074,45.443230562431864,11.424159049987793,11.424159049987793,45.443230562431864,-34.01907151244407,-0.03266143798828125,D:\Working\llm-batching-research\experiments\exp_022_random_only_multiseed_3k\seed_013\run_summary.json
exp_022_random_only_multiseed_3k,Random,21,45.57772081951762,11.455662727355957,45.43941692973292,11.420419692993164,11.420419692993164,45.43941692973292,-34.01899723673976,-0.03524303436279297,D:\Working\llm-batching-research\experiments\exp_022_random_only_multiseed_3k\seed_021\run_summary.json
exp_022_random_only_multiseed_3k,Random,42,45.54675931708757,11.458122253417969,45.41760182935138,11.424598693847656,11.424598693847656,45.41760182935138,-33.99300313550373,-0.0335235595703125,D:\Working\llm-batching-research\experiments\exp_022_random_only_multiseed_3k\seed_042\run_summary.json
exp_023_grouped_only_multiseed_3k,Grouped,13,45.6172077267669,11.457763671875,45.4861340190089,11.424962997436523,11.424962997436523,45.4861340190089,-34.06117102157238,-0.03280067443847656,D:\Working\llm-batching-research\experiments\exp_023_grouped_only_multiseed_3k\seed_013\run_summary.json
exp_023_grouped_only_multiseed_3k,Grouped,21,45.56592258187227,11.458463668823242,45.43892084166061,11.425775527954102,11.425775527954102,45.43892084166061,-34.01314531370651,-0.032688140869140625,D:\Working\llm-batching-research\experiments\exp_023_grouped_only_multiseed_3k\seed_021\run_summary.json
exp_023_grouped_only_multiseed_3k,Grouped,42,45.562938956327216,11.457639694213867,45.43452524584393,11.424419403076172,11.424419403076172,45.43452524584393,-34.01010584276776,-0.03322029113769531,D:\Working\llm-batching-research\experiments\exp_023_grouped_only_multiseed_3k\seed_042\run_summary.json
exp_024_grouped_to_random_multiseed_3k,Grouped→Random,13,45.61832268293514,11.45846939086914,45.452429483103195,11.425800323486328,11.425800323486328,45.452429483103195,-34.02662915961687,-0.0326690673828125,D:\Working\llm-batching-research\experiments\exp_024_grouped_to_random_multiseed_3k\seed_013\run_summary.json
exp_024_grouped_to_random_multiseed_3k,Grouped→Random,21,45.565691925758536,11.45840072631836,45.45878884958666,11.425373077392578,11.425373077392578,45.45878884958666,-34.03341577219408,-0.03302764892578125,D:\Working\llm-batching-research\experiments\exp_024_grouped_to_random_multiseed_3k\seed_021\run_summary.json
exp_024_grouped_to_random_multiseed_3k,Grouped→Random,42,45.56210894917333,11.45754623413086,45.41599397881087,11.423425674438477,11.423425674438477,45.41599397881087,-33.99256830437239,-0.03412055969238281,D:\Working\llm-batching-research\experiments\exp_024_grouped_to_random_multiseed_3k\seed_042\run_summary.json
exp_025_random_to_grouped_multiseed_3k,Random→Grouped,13,45.57902136514353,11.457995414733887,45.4881091450536,11.425119400024414,11.425119400024414,45.4881091450536,-34.062989745029185,-0.032876014709472656,D:\Working\llm-batching-research\experiments\exp_025_random_to_grouped_multiseed_3k\seed_013\run_summary.json
exp_025_random_to_grouped_multiseed_3k,Random→Grouped,21,45.58435484420421,11.458613395690918,45.44067489269168,11.426480293273926,11.426480293273926,45.44067489269168,-34.014194599417756,-0.03213310241699219,D:\Working\llm-batching-research\experiments\exp_025_random_to_grouped_multiseed_3k\seed_021\run_summary.json
exp_025_random_to_grouped_multiseed_3k,Random→Grouped,42,45.54571036405341,11.457959175109863,45.43773491438045,11.425925254821777,11.425925254821777,45.43773491438045,-34.01180965955867,-0.03203392028808594,D:\Working\llm-batching-research\experiments\exp_025_random_to_grouped_multiseed_3k\seed_042\run_summary.json
exp_026_random_only_multiseed_5k,Random,13,45.40659772846061,11.4173583984375,45.09987844547755,11.337169647216797,11.337169647216797,45.09987844547755,-33.76270879826075,-0.08018875122070312,D:\Working\llm-batching-research\experiments\exp_026_random_only_multiseed_5k\seed_013\run_summary.json
exp_026_random_only_multiseed_5k,Random,21,45.421045813761964,11.421307563781738,45.12803230822926,11.343751907348633,11.343751907348633,45.12803230822926,-33.784280400880625,-0.07755565643310547,D:\Working\llm-batching-research\experiments\exp_026_random_only_multiseed_5k\seed_021\run_summary.json
exp_026_random_only_multiseed_5k,Random,42,45.42940005450181,11.421493530273438,45.13924655108384,11.344490051269531,11.344490051269531,45.13924655108384,-33.79475649981431,-0.07700347900390625,D:\Working\llm-batching-research\experiments\exp_026_random_only_multiseed_5k\seed_042\run_summary.json
exp_027_grouped_only_multiseed_5k,Grouped,13,45.41414019087671,11.420670509338379,45.12695962610379,11.344114303588867,11.344114303588867,45.12695962610379,-33.78284532251492,-0.07655620574951172,D:\Working\llm-batching-research\experiments\exp_027_grouped_only_multiseed_5k\seed_013\run_summary.json
exp_027_grouped_only_multiseed_5k,Grouped,21,45.49392017848055,11.423413276672363,45.21411723821935,11.34909439086914,11.34909439086914,45.21411723821935,-33.86502284735021,-0.07431888580322266,D:\Working\llm-batching-research\experiments\exp_027_grouped_only_multiseed_5k\seed_021\run_summary.json
exp_027_grouped_only_multiseed_5k,Grouped,42,45.45765223973234,11.422318458557129,45.1736213254257,11.347128868103027,11.347128868103027,45.1736213254257,-33.82649245732267,-0.07518959045410156,D:\Working\llm-batching-research\experiments\exp_027_grouped_only_multiseed_5k\seed_042\run_summary.json
exp_028_grouped_to_random_multiseed_5k,Grouped→Random,13,45.41967553152165,11.422880172729492,45.13427669901243,11.345593452453613,11.345593452453613,45.13427669901243,-33.78868324655882,-0.0772867202758789,D:\Working\llm-batching-research\experiments\exp_028_grouped_to_random_multiseed_5k\seed_013\run_summary.json
exp_028_grouped_to_random_multiseed_5k,Grouped→Random,21,45.491339294003765,11.422698020935059,45.13581552639813,11.345200538635254,11.345200538635254,45.13581552639813,-33.79061498776288,-0.07749748229980469,D:\Working\llm-batching-research\experiments\exp_028_grouped_to_random_multiseed_5k\seed_021\run_summary.json
exp_028_grouped_to_random_multiseed_5k,Grouped→Random,42,45.45271655875192,11.420598030090332,45.138414409798635,11.34369945526123,11.34369945526123,45.138414409798635,-33.794714954537405,-0.07689857482910156,D:\Working\llm-batching-research\experiments\exp_028_grouped_to_random_multiseed_5k\seed_042\run_summary.json
exp_029_random_to_grouped_multiseed_5k,Random→Grouped,13,45.41319135209204,11.420190811157227,45.12694055261746,11.345113754272461,11.345113754272461,45.12694055261746,-33.781826798345,-0.07507705688476562,D:\Working\llm-batching-research\experiments\exp_029_random_to_grouped_multiseed_5k\seed_013\run_summary.json
exp_029_random_to_grouped_multiseed_5k,Random→Grouped,21,45.41040517242862,11.417035102844238,45.183295343963195,11.34003734588623,11.34003734588623,45.183295343963195,-33.843257998076965,-0.07699775695800781,D:\Working\llm-batching-research\experiments\exp_029_random_to_grouped_multiseed_5k\seed_021\run_summary.json
exp_029_random_to_grouped_multiseed_5k,Random→Grouped,42,45.42730471114038,11.420428276062012,45.166473281215616,11.344988822937012,11.344988822937012,45.166473281215616,-33.821484458278604,-0.075439453125,D:\Working\llm-batching-research\experiments\exp_029_random_to_grouped_multiseed_5k\seed_042\run_summary.json
